avgHourlyAirTemp,avgHourlyHumidity,avgHourlyRainfallRate,avgHourlyBarometricPressure
[10.7:-269.07881487516636;6.181687177373135;-1.2015912846852594;-0.17528575791145076;0.14524563895865317;274.8287591014313],95.47:269.0562757357152;-448.351081379989;0.07538179678153556;-0.5581622105239735;0.07207755800187024;275.17550850001436],0.0:-269.06663889521496;-6.631650474264092;0.896022993571412;-0.8548729468288646;0.033962468807588034;275.62317685392895],991.52:269.104540313171;447.9756999289782;-0.028979277898572242;-1.2706233899048809;-0.05632194088862056;275.79568436654284]
[11.3:-269.13463885292714;7.12506694777187;-0.39806156919591507;-1.4066065319919372;-0.30819579037244854;275.4224357967156],95.87:269.1006258310933;-447.6517897232434;0.3254740362593664;-0.04477767046596082;-0.45437402926479975;274.5948415556215],0.01:-268.9655727698382;-6.917028933335217;0.13257633123294013;1.756118577305113;-0.13245515536566266;274.13636195000106],991.52:268.75370186500754;447.2748770583323;-0.7061142236619495;1.7118001553865732;0.4027981665588457;274.0829369783766]
[12.11:-268.5505259920968;6.543701114161365;-0.4146520634228178;-0.6702468082025943;0.7677754247882873;274.4339483247726],95.22:268.4468841620774;-446.81323689722456;0.7691239638200645;-2.0984884172766227;0.15390843830235246;274.76180875030127],0.0:-268.46711799014423;-5.856888238802469;2.1298489568302976;-1.8478077781008273;-0.7184026801188805;274.7603677303361],990.51:268.5472874804205;446.42936995950305;2.0425788492428603;0.23355878679896147;-1.0692196689931832;274.32642459302787]
[11.61:-268.5873644463795;4.927235913021548;-0.06959749731840736;2.22658382939231;-0.7208260636674898;273.8339682649516],94.8:268.5280444697845;-446.44718675297344;-3.102821699721041;2.228083417130797;0.12254798008441564;273.4713325856948],0.0:-268.37825850566503;-3.0785882022217947;-3.432131653746212;0.6214736882136974;0.9787803883259749;273.2887242850934],989.64:268.1727526140712;447.1525228161306;1.9920875869968504;-2.233787583780356;1.2387661579329077;273.3176584086488]
[11.89:-267.91271958249274;3.330444969221844;4.3015712264658585;-2.1204202004134682;0.8312424843588365;273.4598811028597],92.31:267.5591165944661;-448.55621568675645;-0.4898497203256791;0.23039200026418483;0.0015341238259751755;273.5650226885258],0.0:-267.09222952085383;-3.17158732863453;-4.487398446993002;2.1479089667676434;-0.9831185529113985;273.58642488262507],989.81:266.57813894164474;450.30154889964865;-1.2821439745585654;2.0456252702309765;-1.3105985689574067;273.47742943199154]
[11.9:-266.1660626717518;2.09185815341192;3.8753804404597694;-0.4802241570179131;-0.6024155913581765;273.18146382625616],88.05:266.0030344822061;-451.80919272915855;2.3586981117437382;-1.9817362770462248;0.6032562018696054;272.87594021038535],0.0:-266.13692747075197;-4.79986196355776;-2.793632360156513;-0.1857685173398479;1.3182303342153308;272.59795997759073],990.93:266.49532192236177;452.58358960161405;-2.758950251003447;1.7246984162485184;0.40632232500012255;272.4790179857789]
[11.01:-266.95230532663084;4.149861985453725;0.20174185521064814;1.6281407004223538;-0.6352746655543926;272.6178354510985],88.58:267.40928485140614;-452.4840320769202;1.4924941686422328;0.38486371289983956;-1.2249636926384366;273.0023530366104],0.0:-267.8152526318929;-4.6872312897334325;0.9339099911047244;-1.0813650389079954;-0.6038768851298911;273.2538158545595],992.0:268.13046231994815;451.7852015388559;-0.014749965782445973;-1.2013171830077907;-0.012956778358051424;273.31336006834425]
[10.67:-268.2985114459755;6.509479014378229;-0.4357670800330002;-0.7928862085506653;0.5308864535991241;273.1567992665818],90.27:268.27074643908645;-450.9981193995926;-0.6001950022434701;-0.15721288795746996;0.9948335262038094;272.7599473245033],0.0:-268.0594466811052;-5.28224474312313;-0.49950602420818435;0.389996952586979;0.998846723129914;272.4523537727196],991.91:267.76017498371743;450.58038397306063;0.11001560549318123;0.6350622877148926;0.4092978426523272;272.4150653073615]
[10.6:-267.5108470945228;4.792670648225425;0.46044767563696554;0.5308707697256463;-0.2797625115047143;272.60662051243946],89.01:267.4135536278998;-450.7196319382008;-0.23583395742872088;0.19938214859011905;-0.6115520575274792;272.9640821766671],0.0:-267.48003569552714;-4.606367066991254;-0.7121655057146064;0.034677409491434635;-0.6700391869565707;273.4339300456981],992.57:267.6415818083442;451.300262123844;0.8215577391594571;-0.22225699541335442;-0.5637255630677687;273.5925808871335]
[10.24:-267.8076995197523;3.620328920600457;1.1360785473163157;-0.22803303451537296;0.2310654838438294;273.2882596025071],88.48:267.92044810118114;-452.0333757609026;-0.8819128512792513;0.1658746902480428;0.44357308572896487;272.8653927350237],0.0:-267.967911317642;-3.157293174199566;-1.4755198168186288;-0.08355506675669495;0.13387374193012352;272.5504056334868],993.22:267.96517764918156;452.6433269911887;0.6470478682366585;-0.3598446280366833;-0.23807064867128047;272.5623627681011]
[10.03:-267.93225217643095;3.829710024217917;1.6516598539791643;0.10005897246104153;-0.20339403899549646;272.5842173647683],87.73:267.8831631208599;-453.0046563391552;-0.3843960364981116;0.6103732126572086;0.040881671242103734;272.5846343708941],0.0:-267.8212069961527;-3.595852519446538;-1.73187065894174;0.4882515972363751;0.02650408098857457;272.634174496316],993.48:267.7352013739057;453.1784173056224;0.13291095412951837;-0.2839366505978126;-0.03643423604507795;272.75384125298524]
[10.23:-267.60107750704367;4.074444502073277;1.7946115901351969;-0.8030678998737342;-0.03684467575232661;272.80193399046124],86.48:267.3962982931671;-453.35092056320656;0.15172131875577177;-0.5153495846689196;0.025823832170407936;272.7724267037822],0.0:-267.1285455580597;-4.218289794509843;-1.8226057260823845;0.34880035543408194;0.08322105595348678;272.73741966726436],993.64:266.86559740928635;453.70886043228916;-0.5171323305095431;0.7671891757546792;0.07496004697389;272.74052526620545]
[10.63:-266.7358797816496;2.819140703472897;1.744967573385263;0.20980793929287633;-0.008925951588930475;272.60088951708747],85.37:266.87108937878355;-454.30723912532926;0.9101968975074086;-0.5816490929140319;-0.08209351201945217;272.55969545397176],0.0:-267.302266224708;-3.388917333530628;-1.5215579548179776;-0.33001945253168546;-0.09359115836447886;272.63635212395275],994.38:267.876221332648;455.00575025473177;-1.209602602848061;0.3134253392030603;-0.2317863727838963;272.62599204904916]
[10.43:-268.2757108986609;5.556907970589265;0.9772169114341717;0.09417431729343316;-0.43975704181650466;272.5171687411605],85.48:268.1733923327711;-455.535291229633;1.0595574653738251;-0.13095375880123875;-0.1568350150603541;272.07013020534976],0.0:-267.4524970565823;-4.57513850203091;-0.4326972263054691;0.16269472546337405;0.3083553665215075;271.9892826929338],994.44:266.3512136196788;455.6810186799877;-0.612285167771463;0.04455225308776345;0.7389682648200444;272.23653235019725]
[10.37:-265.39888653885635;3.133775500630179;0.10268519803310047;-0.4008592384888374;0.2789382064019735;272.65434687228],81.46:265.1337922670809;-455.46559419924483;0.18639931758532413;-0.3096448205369;-0.7521528802077546;272.66720031532327],0.0:-265.76145198051483;-5.569085946014241;-0.1339739049206901;0.2622306565110617;-1.0110978133880921;272.21337898832684],994.36:266.993104319088;455.1791761249425;0.02097665939878729;0.812931782736734;-0.3206379353699266;271.6744490492039]
[10.14:-268.19971491162244;5.322125073884507;0.232426019336189;0.6257192817504819;0.7604572586744713;271.39898727797674],85.92:268.78775189867724;-455.19632500444254;0.2818366040076347;-0.5961207873179923;1.196337188735149;271.44652010034054],0.0:-268.53514421033833;-2.422297163782048;0.3594226252537297;-1.31280167257436;0.24509629746756262;271.66572412397346],994.12:267.66220615506614;455.69269039234626;0.2693603963895634;-0.5751156245171049;-0.8078884030875298;271.8787470838026]
[10.24:-266.62042767635916;5.188500509407305;-0.1895967318843066;1.0521703691151227;-1.2371015199786912;272.0464550496997],81.7:265.78851952806224;-456.4783435881791;-0.9129370057688857;1.8338113769164721;-0.5896694251858383;272.0586191141551],0.0:-265.3063665798122;-7.05404647058748;-1.014589377292907;1.1017656541218666;0.3254376873564684;271.9477990862143],993.81:265.1315086506528;457.0900484408731;-0.3252579265942279;-0.8348035024325515;1.0065623617875927;271.7419419757133]
[10.17:-265.20522418237374;4.04430720621275;0.8346051682869926;-2.2217030451240194;1.0802079936842237;271.6378068593138],81.31:265.5435909802153;-457.0798182631495;2.290596985845204;-1.6635717523567328;0.530938389284932;271.6882636601608],0.0:-266.1774942652525;-7.189187078331855;1.1149357622543634;0.46422321609629613;-0.13148583359334864;271.919008198827],993.79:267.0321550528272;456.28001706609007;-3.405988355827204;2.281921312023682;-0.6651771875607257;272.267072112447]
[9.39:-267.892106928882;8.192825962862372;-3.6544722836741927;0.954607050886523;-0.7866379920384063;272.57578419084564],86.72:268.50200002016277;-454.85883305850086;2.5503738476325912;-1.9716524112088472;-0.20187520772986706;272.6999868096442],0.0:-268.72020085504073;-7.150936511519859;4.366642855699162;-1.3553061226572154;0.5454599131461797;272.3143407203724],993.79:268.5989271226515;453.1695369609449;-1.1544324049993873;1.1403405100059247;0.2706209601974686;271.7650068511996]
[8.38:-268.3335485316993;8.4524701170823;-4.455421529089626;1.160616890949874;0.08412559099843464;271.47175746175833],87.67:268.13004022236873;-451.56082627832456;-0.4284093170448344;0.10146787978405125;-0.1781282247821913;271.60585571799885],0.0:-268.0951399032376;-7.339746261771552;4.077199992778002;-0.6304528504371576;0.02942328721814104;271.9587157354502],993.48:268.22077134554945;450.30379404565235;2.3415879053374207;0.2202458759042923;0.01354987107883883;272.38005095647765]
[8.24:-268.44657536972556;4.879021546061722;-1.7825956118496518;0.5781244330067667;0.13075299502442272;272.8812720074823],89.41:268.72264249693103;-449.6329788923443;-3.491177544884895;0.3717951170469379;0.0944014366313902;273.34531738661985],0.0:-269.01504163777076;-2.600569479525916;-1.6933233210016951;-0.10590269493418591;-0.12898074651319694;273.54381787974575],993.63:269.27102757526416;449.7684200008815;1.9900315580512342;-0.644289242333425;-0.24692896205284828;273.49173907018934]
[8.36:-269.40497393285625;2.4541600438776925;3.368946946057684;-1.1402898942002047;-0.2010429031909997;273.2831997403121],89.81:269.33565440964657;-450.8199723298719;-0.801832067447648;-1.2492736157605582;0.40503076398085114;272.9403928394527],0.0:-269.04125872493034;0.4801159118183591;-3.7992506528142194;-1.1667712759561386;0.37958462676890214;273.14758011511344],993.72:268.57378249393685;452.63418412525084;0.7163998763889909;-1.1014874237029515;-0.09206266506089933;272.9891835931872]
[8.27:-268.01580370090187;0.31471874413259115;4.559769990138159;0.020008686474596693;-0.7021353210541015;272.09344160121066],84.61:267.42695000651474;-454.7534383491761;0.12822774338651266;1.2736540189968266;-0.5308365953855382;271.06544317566363],0.0:-266.843753186866;-1.172595096821368;-5.085320953054118;2.3945354113538397;-0.012886489013431979;270.72002031440115],994.45:266.33678379044886;456.5896828400806;-1.596865892097985;0.8885056292903579;1.1543474343000273;271.07754619797817]
[8.49:-266.0490797733694;-0.6905988885960994;4.94685687855131;-2.6872902440255997;1.0690775005114745;271.9010345269283],80.62:266.1364521190717;-457.7242631285838;3.092670593427832;-3.314938065970613;-0.023697900454760057;272.45377638250966],0.0:-266.6288105049616;-1.716701733880825;-4.011292416599671;1.3869872429192471;-1.3996266623839584;272.3694440749068],995.25:267.33567492913653;458.1148122710048;-3.7953231133447245;3.6213594851771695;-1.5872516031259822;271.5607280311523]
[8.08:-267.90745186307385;3.317246356174934;0.13728006419024197;2.913198716897882;-1.070851162305666;270.6905778881164],82.0:268.03408192401184;-458.0519044296764;2.471590896795093;-0.5074504474887607;0.1594806915271776;269.8942013648311],0.0:-267.6384870996849;-2.330287281712316;2.1073640122239734;-3.2605100976927477;1.743600016069938;269.3783204507961],994.86:266.92029600319955;457.9115450434599;1.757453301302189;-2.91812180600209;1.8897375589101069;269.2990898991304]
[7.79:-266.2220984280561;3.033941076179559;1.4950373868220395;-1.5789435278683261;1.6059572706910623;269.45610622223177],78.57:265.822700424002;-457.90972755198123;0.8409469909516933;-0.9857478409553975;1.0417954047523013;269.76003257323066],0.0:-265.80501887131607;-4.525587803716206;0.018773949275966095;-0.15648759393470613;0.32396164065869915;270.14435867903234],995.43:266.07313801158773;458.0408437808651;-0.2878460017895715;1.4821242848197178;-0.42083434202526127;270.54257426654226]
[7.18:-266.47020775689566;2.0207499484203595;-0.1382920408274046;1.9454635131492648;-1.0658827265121318;270.8881690626656],78.66:266.8835195483348;-458.2059047927834;-0.2646874329089644;1.2624781474384743;-2.130038280891292;271.11463281081035],0.0:-267.2660306143067;-1.78767496887383;-0.23339974817917059;-0.4548013574625367;-1.2752910020121906;271.01719769083445],996.76:267.5975290951521;458.37763938556964;0.7770552705559075;-1.171194460697226;0.48414558673466;270.69482512268485]
[6.54:-267.852880111708;2.2734365970025294;0.5234900171584581;-0.7481925229247408;2.070428992393075;270.2737170280787],79.66:268.00805046690346;-458.6464697387744;-1.66017893068374;0.7776220009974286;1.259461497420831;269.92151470413637],0.0:-268.0574584868772;-0.580474480559559;-1.461767204303335;0.7499294614816645;-0.7439490268923113;270.09371973715076],997.67:268.00664507156955;459.12751884926996;2.0447880175081643;-0.6999752562083528;-1.7057263214415013;270.89674963930213]
[6.24:-267.84404032162695;1.8406475486437728;2.564212743107735;-0.5108704684350149;-1.084560366149124;271.27461086445953],77.68:267.53363317244214;-459.84183739417233;-1.660488824737154;0.7613729478821388;-0.34164552181817265;271.2289656204034],0.0:-267.0609838495619;-1.1577992399005836;-3.1150076804437346;0.23368208031000837;0.3690788756146882;270.73102981398154],998.19:266.5083863531004;460.6924109313106;1.0556953649977467;-0.9272751845505585;0.8297069122738917;270.03107562286806]
[5.94:-266.08206227718284;-1.0831945634001556;3.47718667370129;-0.7690195110775739;0.9912680429074249;269.4058216350519],74.51:266.0292801411413;-461.5474280057876;-0.1859791631679626;0.3724205210921579;0.7148508851997468;269.12685562152234],0.0:-266.4744372581665;-0.7358567740296849;-3.612221945491521;1.2482541336157393;0.2912429718310787;269.2830188722409],999.41:267.2930025732428;462.3378767934387;-0.8719240135752553;0.8830892602167839;-0.004533888975838618;269.77248927565284]
[5.5:-268.13714618207996;0.8943247511225536;3.383466758800703;-0.8238701182970375;-0.2583619594361498;270.44158674988995],76.32:268.61933024931045;-463.07451489998823;1.8075024593745619;-1.6201387028840688;-0.31404719845356;270.9018680926408],0.0:-268.5394600928107;0.48807298620138795;-2.7540934289763936;0.3720062412358862;-0.1806805027472253;270.61415479709706],1001.28:268.00420309499907;463.7795472837061;-2.3828084863949437;1.7735717700947427;0.06338676024003947;270.0420995773549]
[4.9:-267.35803000238536;0.5759986370708248;1.199470235563318;0.5255995802853598;-0.06080636961740301;270.01776791908327],73.09:266.97212446082335;-464.41262969500895;1.6631963247155621;-1.6779676919750537;0.16585575857097287;270.37942084287414],0.0:-267.03236745689685;-1.8584637949089142;-0.22852287391529458;-1.62901473312865;0.33795219913402785;270.4104166597157],1002.26:267.4620907631049;464.8692203021784;-0.8795263132948972;0.39587416376782436;0.34751380559477707;270.064827278649]
[4.52:-268.0118020018142;1.1510354794922932;0.544841195336398;1.3339425637471165;-0.4121340017753558;269.9141167650137],74.17:268.43068878014344;-465.05429073792425;0.49133920360948674;0.6297724843373591;-0.47850386825534696;270.15099413808935],0.0:-268.597087010857;-0.9924997390278918;-0.3235255216393189;-0.31860702236843724;-0.3039852040576979;270.5357044979504],1003.08:268.5413366744492;464.96533582189943;-0.35037827113038683;-1.1647350165541783;0.2823043453453687;270.8061364459906]
[4.19:-268.37891359832133;2.4142134041264;-0.08373418238554972;-1.0812831424616967;0.4651883302550882;270.85452918878707],73.79:268.21890479985325;-464.7163493735659;-0.060717975737089896;-0.9040557473714791;0.3541167302112972;270.89810156660997],0.0:-268.10860161191727;-2.150171857474902;-0.03574224006876789;-0.7286693041415165;0.16740737722396448;270.8557776363785],1003.08:268.03823599041715;464.48839457760215;0.2190872520761582;-0.46485909483364274;0.05440661185250914;270.7447346628857]
[4.01:-267.9857502686582;1.3816928706479246;0.4067259414737322;-0.22505110089170055;-0.14976735349618453;270.5821499109244],73.51:267.95727896718637;-464.4454071524198;-0.12604471760026492;-0.019209758049670234;-0.24181798440397181;270.38520064528734],0.0:-267.9915829307116;-1.7367813556762428;-0.5141961543889759;0.23965647617189012;-0.24447540396500456;270.24737936856997],1003.41:268.1309019934533;464.66511862684536;0.32755087555205303;0.42128835623026445;-0.19570878366618927;270.06084893158527]
[3.98:-268.3831916803423;1.1065809419089305;0.7029973378079069;0.5984587011579438;0.033142268202937315;269.9220124312646],73.96:268.69932212836443;-465.1116454378955;-0.25509480529308165;0.757949366196615;0.1462317605185094;269.723236988109],0.0:-268.97794765246476;-0.4313456594505851;-0.8688826167281521;0.9089352980598602;-0.0012425856926763235;269.37048321627634],1004.71:269.10057880931566;465.6505502258015;-0.03772345611436789;1.093499241130953;-0.05333243490573698;268.95642761477194]
[3.89:-268.98638323234763;1.8909683476396424;0.9210410595250029;1.2101366105400646;-0.10051471706195429;268.9547519317049],73.62:268.64298245088025;-466.09643304299675;0.6920386470482064;1.1066788866314279;-0.00854926046775218;269.28328231890464],0.0:-268.1867451829395;-2.355442831741044;-0.17120527176316935;0.9217354664714666;0.028617967207030994;269.76303985276513],1004.22:267.8149381204976;466.27945391911663;-0.7937232189675318;0.5196151046300129;0.06277648200994411;270.3369395927134]
[3.92:-267.7275354705016;1.3525776400390441;-0.7011617817129663;0.08662852115322245;0.03983608322148381;270.8696550078009],73.1:268.0222299973152;-466.1095081437023;0.169474329742623;-0.2170508693493079;-0.004092840921396106;271.2389475269152],0.0:-268.61862290445697;-2.8697919262066307;0.49390538580702414;-0.41763087888798245;-0.024282968520933743;271.4364232922655],1005.12:269.27400962011836;465.61074110049765;-0.18236956771766002;-0.9830824389653186;-0.004797705222038057;271.405498991289]
[3.51:-269.70382907885687;3.776093752432729;-0.23030953756866224;-1.6147169760063493;0.15045596734435596;271.1323058726548],75.65:269.74170393282805;-464.90933931279665;0.23096009359317352;0.32603442091757995;-0.3911019774649349;270.6517428429227],0.0:-269.43645699330443;-2.8113258015596045;-0.22838828712330506;1.8535824888890182;0.1927862168574272;270.42980237624096],1004.79:269.0224134819702;464.1844290169695;-0.5708724274797496;0.38252914786008274;0.7539673990996076;271.0175333815803]
[3.9:-268.78173090544374;2.34835488183802;0.11933379458014115;-1.830349564347028;0.3960202013171845;271.6483715920554],75.67:268.88321091100363;-463.6144285213478;1.3276030413106827;-2.1689553254358405;-0.7093468683519941;271.9519167628213],0.0:-269.2932483958341;-2.1818268775337515;1.5555454457022297;-0.45973765711033077;-1.089059234515308;271.46832671929127],1005.61:269.8075235434758;463.34712266858025;0.7335320735659913;1.58838746465623;-0.6587993556284537;270.7922336053502]
[3.54:-270.1748813171836;1.7668382545446093;-1.0697486341219666;2.4042880244471982;0.3852227816834339;270.22828089063034],76.41:270.2300837878148;-463.4930864897063;-2.920426540406129;1.2595942561930513;1.322145364163286;270.0116896219413],0.0:-269.9598025052559;0.9828806619146633;-1.8867666420568756;-0.7968049714803376;1.3747392071881528;270.2857542496903],1005.61:269.48262273960574;464.1165844531454;3.1416586981439485;-2.6103380119122006;0.8201246323624818;270.65934748865465]
[3.73:-268.976044793701;-1.1422698008576901;4.288977674549184;-1.3352087511032709;-0.11213444987926319;271.00668012099203],73.78:268.5973620470465;-465.2029721996888;-1.7554602516071731;1.9054363886699925;-1.0126572839914498;271.248291299571],0.0:-268.42981047409637;0.9160687064087654;-4.967643473458544;2.7534373934810743;-1.5767724661543263;271.3047203138195],1005.85:268.46413819865245;466.61577558307454;-0.15034735287768553;1.0638258658955573;-1.2416547486921743;271.0982624539473]
[3.93:-268.61140886523924;-1.4306021926089727;4.90099547439051;-1.578299965250319;-0.1689663869983098;270.81828193570635],71.56:268.73881913840836;-468.0885672455056;1.9392342883691112;-2.684312446895711;1.136736121565436;270.5180901440584],0.0:-268.7220341835504;1.3592169473783997;-4.144733273865327;-0.35020487986172055;1.6067569259338208;270.25099846396523],1007.23:268.5020819567203;469.29173474530506;-3.1975170147596135;2.2537877185073265;0.27379943769892856;270.106113156528]
[3.99:-268.1203912653649;-0.29910370880196524;2.114056941312135;1.3727270447202948;-1.2710502376416584;270.1937612257761],68.8:267.70487365284714;-469.96622039227424;2.632421228954513;-0.6883383640122268;-1.3919617868025926;270.5092256612874],0.0:-267.4093176643383;-1.4067292561074964;-0.2612077465908973;-1.3080329840410128;-0.6964393808609313;271.0817270319386],1006.99:267.3429345753469;470.05738197942065;-1.5516976022793492;-0.8386858410367661;0.6650670820242175;271.31499980652444]
[3.9:-267.5285130239586;0.43470225441745924;-1.277811071103221;0.10019074926115656;0.9760414666197078;271.19538962476344],68.46:267.89977914975924;-469.7603638164157;-1.0928145597762249;0.29959862707624674;0.556868132942528;270.55693246641385],0.0:-268.3284529570134;-1.0989537920042665;-0.9477129977444011;0.003493961798096183;-0.4174516737043118;270.7890774586683],1008.45:268.6721171012259;469.4303873233994;-0.40393012299087905;0.15360268124742166;-0.5150628573271278;271.1128858744453]
[3.76:-268.8325333027044;1.457041328493176;0.17944234988020674;0.1696991014630579;0.17355922892683484;270.61279129394114],69.19:268.79976722015044;-469.39731777220004;0.11434246522943745;-0.5499311703524875;0.25808287501543686;269.96505638215723],0.0:-268.65271562249404;-0.15164166736715856;-0.13377129567776175;-0.49528289968518996;-0.10684867694998185;269.54026016217415],1008.94:268.50924066042876;469.79549348407363;0.7120925256370454;0.4586967748811422;-0.19216437762476152;269.6566409326042]
[3.64:-268.4538990627959;0.12983166460736584;0.4898896975242779;1.4661267863384841;0.020234055087629765;269.98781685923814],67.68:268.4892989908135;-470.5200702533191;-2.1382270187691583;1.3290046834535252;0.281169961138672;270.2388236366825],0.0:-268.54362243843684;0.4747871765933951;-1.9056778790331113;-0.6359439590857955;0.3155095782789842;270.2949475216834],1010.57:268.5278322523607;471.33961236435823;2.656055237620306;-2.0030809047984133;-0.03501466706233897;270.0845957175215]
[3.99:-268.3979388177324;-0.2613075719316953;3.5738234780981726;-0.4275597604215079;-0.3708870251202926;269.8738696971077],65.73:268.175608444876;-472.08344517531816;-1.5562701161025236;1.9755986810108315;-0.4850152555890288;269.7035234211229],0.0:-267.92128116466245;0.7845201464320155;-4.094766197153482;1.9254114116357437;-0.31495647265529714;269.6210722764035],1010.49:267.69569428141733;472.76373560829205;0.15048276646506076;0.26916172170064745;0.0524630331804849;269.55846258894445]
[4.08:-267.5419653455134;-1.118584529778218;3.980523491514248;-1.195089697451659;0.4415930473847942;269.5135230338442],63.75:267.48238240754654;-473.5368230006907;1.0566607846023888;-1.3401136666654472;0.6038111890056849;269.4840822862015],0.0:-267.5060219525825;1.0235797965638938;-3.477998286601106;-0.15321143793858816;0.6456828594434985;269.46796902111475],1010.64:267.54795342802396;474.52984580630823;-1.869782982150631;1.006320029862187;0.03027434993337258;269.3953893680228]
[4.5:-267.49200088144755;0.41251780336193633;2.850371882608096;-0.07928538698931903;-0.6116162770768547;269.4200128595437],61.68:267.2231509776961;-475.6676228773689;2.0585033824745405;-0.8955557442292708;-0.5390789031754458;269.500603164603],0.0:-266.71219587034903;-0.886687396634585;-1.9621642558709322;0.13091948164958955;-0.007624573430058845;269.4377526146351],1011.05:266.0722627507109;476.6446731060347;-2.0831104456408402;0.8172675736855328;0.41776289785516113;269.1811441173545]
[5.77:-265.5275392676807;1.067626185005679;-0.14189484066985358;1.0387816401044057;0.39843331139055055;268.93459297184995],58.66:265.292954384608;-477.0843681469071;1.2798810268691159;0.17769528485323738;0.09322822623918918;268.90060922433753],0.0:-265.4410714773174;-3.9616290468962347;1.4281962435185185;-0.96142785436539;-0.09098537905991128;269.02691751412044],1010.8:265.85568858343413;476.78520298545664;0.23353190382460431;-1.185679594403576;-0.1393788695540821;269.25063499124224]
[5.63:-266.3070295409203;3.976746498181143;-1.0904353686108168;-0.28501292007574974;0.07168217956904929;269.26404915185674],60.2:266.58786925800484;-475.88015817665104;-0.6954523026631889;1.1430105951252931;0.05071091216056462;268.99401971402347],0.0:-266.6144900058794;-3.8577098243742114;0.9913747091571872;0.8481049117857355;-0.11415663777359425;268.7468768470843],1010.25:266.44251441479395;474.78785728046046;0.6478483503392412;-0.801938114596804;0.20545529669333912;268.96826277230974]
[5.6:-266.2138130253999;4.122788442523586;-1.0029083235360226;-0.8237758589240618;0.14381072437087378;269.3738980409655],60.86:266.0778440046738;-473.9782945996951;-0.6240476057307822;0.3252409555686295;-0.3930390103595258;269.452296255543],0.0:-266.12147283840864;-3.9325545530575425;0.9551543741498452;0.4848448994499002;-0.418946801797066;269.0329749196635],1009.58:266.3282460962216;473.7072351637812;0.736483784968994;0.14573149658136292;-0.17088992348173265;268.8331933819286]
[5.27:-266.5832344008432;3.26807861615967;-0.4335412353598281;-0.06921633407058991;0.2877332191511393;268.8001801349627],61.48:266.73094885394505;-473.89620720640505;-0.7772232791714755;-0.15729196213378843;0.5955311272413095;268.984242466524],0.0:-266.66996823482486;-2.601398940707867;-0.3529983450223987;-0.06926561933558015;0.4646185595104034;269.2290125803803],1010.23:266.4346680841776;474.23260528682124;0.3202566521552878;-0.05172731750590084;-0.10339306935409365;269.39759036370583]
[4.61:-266.2003072347817;1.5844328120186333;0.489411527589353;-0.0051598064365666885;-0.6497933729336525;269.3914160745439],60.45:266.1852698823136;-474.4112449918465;0.16066241373393403;0.012072521982664897;-0.7174956572854491;269.22073583110176],0.0:-266.5038782403524;-2.188961063412961;-0.2204639638578496;0.08328587025810286;-0.18592467290554082;269.0159420702706],1010.78:267.07662483542;474.34506709308073;-0.16851805731945005;0.0027696997135213813;0.523853563531737;269.0002028655734]
[4.1:-267.669641494918;2.081125755085793;0.0335247121323408;-0.24646415095352303;0.741120469890115;269.16033470876323],62.88:268.03513437595853;-474.2032774496742;-0.11849018749180089;-0.3018768135988204;0.12542857079116726;269.3430815040151],0.0:-268.0508401422115;-0.39755569258474566;-0.19704990327406968;0.0131166206884063;-0.6989668670104885;269.3312959843924],1011.05:267.76942105535545;474.2627067364697;-0.1063466066547793;0.6628945570489035;-0.7142097956856077;269.1755340534663]
[3.66:-267.36304537766375;1.314730107741923;-0.00788072073967691;0.34558344260020224;0.3277428690397227;269.0428696790216],61.46:267.01705152707274;-474.68684515933717;0.30091126164975024;-1.0448351450428575;0.7064196197515513;269.16729789590596],0.0:-266.84503387172595;-1.5631888528258742;0.7651842485409457;-1.2367896326539667;-0.41454646470397316;269.2943745733688],1011.22:266.864944365222;475.38683456348735;0.8094500597912392;-0.30440346385283423;-0.7363792983938595;269.19955377374606]
[3.93:-267.02454833603747;1.0707118174362336;0.04285953973887491;1.298883293053367;-0.6390998994691995;269.1811935852782],61.14:267.2382593531794;-476.0509165660581;-1.1187174365797214;1.7653550153225805;0.10573308403178311;269.20028655010407],0.0:-267.41284237739944;-1.7648403639688581;-2.1194892119740385;1.3485881854406725;0.6567819323983339;269.2918018355033],1011.87:267.4679956924724;476.31249914609555;-2.0881262451563494;-0.1305101824270397;0.8174330524362501;269.4907085365792]
[4.28:-267.3619384919139;3.417373762373643;-0.08008325497905211;-1.978018468250902;0.6721307526155889;269.6105357001546],61.57:267.11461369990167;-475.9464325714217;2.694841393328198;-2.1923245550481987;0.18724229399950681;269.7120597392405],0.0:-266.8126632187165;-4.769895624773085;3.2261171408440745;-1.0025894536505284;-0.43844780311374726;269.79747895940983],1010.9:266.5894446692659;474.98356468457496;-1.3497223286404103;1.6327126813381672;-0.8249913727742445;269.8689916662357]
[4.64:-266.5825046660761;3.6668167069735773;-3.719927474352409;2.241645085767171;-0.8948258214965372;269.92879616918424],63.07:266.87573950853823;-473.69694603444884;-0.38328435651437465;0.9516574257538689;-0.6527440859549619;269.97557754262607],0.0:-267.4463861240124;-4.809043220605247;3.4967979656336254;-1.2319347999103236;-0.049042464699410926;270.0396086435938],1011.21:268.1510826824981;472.48493051855456;1.7793877065918557;-1.9807753355604163;0.6546724573870182;270.1207019705289]
